views,painting,size,medium,title,artistCountry,creator,pubDate,artist_NoOfArts,artist_followers,materials,favoriteCount,subject,price,
37,Watercolor,180,Watercolor, THE ANCIENT Painting by Santu Pal,India,Santu Pal,1.45161E+12,3,0,Paper,0,Classical mythology,395,5.978885765
378,Acrylic,1241.1,Acrylic relief colors stones, Yamin Moshe. Jerusalem Painting by Anna Ganelin-Mansohn,Israel,Anna Ganelin-Mansohn,1.45161E+12,29,4,Canvas,3,Landscape,830,6.721425701
306,Acrylic,201.64,Acrylic, POWER 2 Painting by Sylwia Narbutt,United Kingdom,Sylwia Narbutt,1.44893E+12,8,2,Canvas,0,People,5610,8.632305999
11,Watercolor,333.25,Watercolor, Los Penasquitos Looking East Painting by Mary Helmreich,United States,Mary Helmreich,1.00984E+12,35,7,Paper,0,Landscape,2125,7.661527081
192,Acrylic,790.6,Acrylic, Self-Portrait - Me & My Friend Painting by Sophie Nelson-Iye,United Kingdom,Sophie Nelson-Iye,1.38853E+12,42,1,Canvas,0,Abstract,6550,8.787220329
65,Acrylic,1241.1,Acrylic, Chrysanthemums with quinces Painting by Slobodanka Babic-Jelicic,Serbia,Slobodanka Babic-Jelicic,1.42007E+12,13,0,Canvas,0,Floral,4610,8.435983136
5,Oil,1936,Oil, Innocent clarity Painting by Reka Kenyeres,Hungary,Reka Kenyeres,1.45161E+12,1,0,Canvas,0,Animal,13000,9.472704636
10,Oil,256,Oil, Shepherds And Goats Painting by swetlana cardoso,India,swetlana cardoso,1.48323E+12,11,0,Canvas,0,Family,1410,7.251344983
37,Oil,1200,Oil, Prayer Painting by Injung Oh,,Injung Oh,1.40685E+12,2,0,Canvas,0,Nature,7700,8.948975608
99,Oil,69,Oil, Big Sur #2 Painting by Graham Wood,United States,Graham Wood,1.23077E+12,8,0,Wood,1,Landscape,345,5.843544417
39,Acrylic,900,Acrylic, BATHERS 3 Painting by Frank Warner,United States,Frank Warner,1.41826E+12,7,0,Canvas,1,People,3450,8.14612951
112,Watercolor,495,Watercolor Ink Ballpoint Pen Metal woodburn, Ganesha One Painting by Angeline DBalentine,United States,Angeline DBalentine,1.42007E+12,7,1,Paper Wood,0,Animal,509,6.232448017
167,Oil and Acrylic,955.2,Oil Acrylic, Bright Horizons (the puppeteers) Painting by Vlado Vesselinov,Bulgaria,Vlado Vesselinov,1.45653E+12,36,6,Canvas,1,People,3150,8.055157732
143,Oil,285.42,Oil, Cabinet Painting by MARA - Mariela Dimitrova,Bulgaria,MARA - Mariela Dimitrova,1.32538E+12,31,2,Wood,0,Nude,1440,7.272398393
4,Oil,6300,Oil, sunshine Painting by olga mashkina,Russia,olga mashkina,1.42007E+12,5,0,Canvas,0,Nude,1100,7.003065459
23,Acrylic,743.4,Acrylic, Red man Painting by Полина Шигаева,Russia,Полина Шигаева,1.45161E+12,1,0,Canvas,0,Erotic,2340,7.757906208
535,Acrylic,1200,Acrylic, Birch Bliss Painting by Joan Adam,United States,Joan Adam,1.40702E+12,4,3,Canvas,4,Nature,1545,7.342779189
99,Acrylic,256,Acrylic, Disasters of War,United Kingdom,Vincent da Vinci,1.42007E+12,95,33,Canvas,0,Aerial,1000,6.907755279
10,Gouache,388.09,Gouache, Hear the Train Rides Painting by Iryna Morykvas,Ukraine,Iryna Morykvas,1.32538E+12,1,0,Paper,0,Animal,460,6.131226489
377,Oil,1552.36,Oil, knapsack Painting by Jens Mack,Germany,Jens Mack,4.73386E+11,24,14,Canvas,1,Animal,8700,9.071078305
50,Acrylic,576,Acrylic, The arrow of life Painting by Felix Albus,Romania,Felix Albus,1.44884E+12,11,0,Wood,1,Fantasy,2100,7.649692624
85,Oil,2328.54,Oil, Understanding Painting by Muni Leykauf,Germany,Muni Leykauf,8.13283E+11,2,1,Canvas,0,Abstract,13658,9.52208071
405,Acrylic and Watercolor,185.26,Acrylic Watercolor, Reflections I Painting by Mary Fahy,Ireland,Mary Fahy,1.32538E+12,2,0,Paper,2,Landscape,460,6.131226489
29,Acrylic and Gesso,864,Acrylic Gesso, Lilacs Painting by Candis Flesher-Dodds,Mexico,Candis Flesher-Dodds,1.00984E+12,44,3,Other,0,Floral,990,6.897704943
6,Acrylic,320,Acrylic, A womens face Painting by Paulina Archambault,United States,Paulina Archambault,1.48323E+12,14,0,Canvas,0,Portrait,360,5.886104031
128,Acrylic and Oil,1253.16,Acrylic Oil, Feint Painting by Heather Tamplin,United Kingdom,Heather Tamplin,1.39968E+12,21,13,Canvas,1,People,2595,7.861341796
24,Watercolor,330,Watercolor, Teddy Bear Games Painting by Elspeth Rose Cornish,Sweden,Elspeth Rose Cornish,1.45161E+12,6,0,Paper,0,Children,560,6.327936784
222,Acrylic,88.74,Acrylic, MEXICO Colorful painting of Mexico and Mexican beauty Painting by Johnny Meyer,Japan,Johnny Meyer,1.38724E+12,115,4,Canvas,0,Pop Culture/Celebrity,660,6.492239835
13,Oil and Paint,2621.44,Oil Paint, The Gift Painting by Robert Mlcuch,Slovakia,Robert Mlcuch,1.29384E+12,1,0,Canvas,0,Cartoon,3800,8.242756346
29,Oil and Paper,26.01,Oil Paper, Fossil Painting by Sarkis Nersesyan,Bulgaria,Sarkis Nersesyan,1.45161E+12,42,2,Canvas Paper,0,Abstract,190,5.247024072
18,Acrylic,1200,Acrylic, face emoution woman on paper o canvas. Aqril. Aqarel. Painting by Yana Prados,Ukraine,Yana Prados,1.45161E+12,13,1,Other,0,Portrait,590,6.380122537
141,Acrylic,1552.36,Acrylic Gesso Charcoal, Andalusian Horse - Pura Raza Española Painting by Dominique Janssens - DEAU,Netherlands,Dominique Janssens - DEAU,1.45161E+12,24,29,Canvas,1,Horse,1750,7.467371067
150,Charcoal,576,Charcoal House Paint Gesso, La promesse de l’amour éternel Painting by Robert Perez,,Robert Perez,1.45161E+12,110,3,Wood,0,Religious,1100,7.003065459
163,Oil,1241.1,Oil, Symbiosis circle Painting by Дмитрий Савченко,Ukraine,Дмитрий Савченко,1.39717E+12,3,5,Canvas,3,Erotic,1690,7.432483808
93,Oil and Acrylic,246.49,Oil Acrylic, Light Painting by Jędrzej Jeżykowski,Poland,Jędrzej Jeżykowski,1.43364E+12,7,7,Canvas,1,Abstract,660,6.492239835
57,Oil,370.52,Oil, DAME Painting by Simeon Todev,United Kingdom,Simeon Todev,1.25116E+12,44,0,Canvas,0,Fashion,1600,7.377758908
178,Acrylic,894.01,Acrylic, Commuters Dream Painting by Jennifer Croom,Australia,Jennifer Croom,1.4154E+12,48,36,Canvas,1,Women,1640,7.402451521
401,Oil,80,Oil, St Marys Bay Kent Painting by Rod Major,United Kingdom,Rod Major,1.40841E+12,14,7,Canvas,2,Seascape,830,6.721425701
44,Acrylic and Ink,3100.78,Acrylic Ink, Living process - Study Painting by Dan Miron,,Dan Miron,1.45161E+12,11,18,Canvas,1,Time,3910,8.271292653
16,Acrylic,880,Acrylic, Magic lake Painting by Taras Tryndyk,Ukraine,Taras Tryndyk,1.45161E+12,35,1,Canvas,1,Landscape,940,6.845879875
65,Watercolor,88,Watercolor, Henham Painting by averil sinnott,United Kingdom,averil sinnott,1.4345E+12,25,1,Paper,0,Landscape,135,4.905274778
24,Acrylic,2000,Acrylic, Jungle of the future two headed tiger Painting by lera B,United States,lera B,1.49265E+12,5,30,Canvas,3,Nature,20750,9.940301526
11,Oil,64,Oil, ghost chasing itself Painting by Jeff Wigman,United States,Jeff Wigman,1.45161E+12,29,5,Canvas,0,Mortality,790,6.672032945
185,Oil,271.86,Oil, Dusk Painting by Ivan Kashlakov,Bulgaria,Ivan Kashlakov,1.41972E+12,12,2,Cardboard,1,Still Life,445,6.098074282
61,Acrylic,864,Acrylic, Split Space #6 Painting by DONG SU,China,DONG SU,1.45161E+12,16,9,Canvas,1,Abstract,690,6.536691598
9,Watercolor,165,Watercolor, Rainy Day Painting by Tetiana Sharanutsa,Ukraine,Tetiana Sharanutsa,1.45161E+12,12,2,Paper,1,Cities,395,5.978885765
81,Acrylic,2400,Acrylic, Abstich/ Tapping Out Painting by roy woelfer,Germany,roy woelfer,1.41644E+12,5,2,Canvas,0,Technology,13500,9.510444964
105,Acrylic,185.26,Acrylic, Tangerines Painting by Jan Versteeg,Netherlands,Jan Versteeg,1.42318E+12,13,5,Canvas,1,Food,660,6.492239835
81,Gouache,25,Gouache, Untitled Sky Painting by Savannah Carlin,United States,Savannah Carlin,1.39225E+12,7,0,Paper,0,Abstract,135,4.905274778
13,Oil,93.22,Oil, Golden cliff Painting by Natalya Efremenko,Russia,Natalya Efremenko,1.45161E+12,36,5,Other,0,Seascape,560,6.327936784
36,Oil,1760,Oil, Purple Night Painting by Ana Maria Hoyos,United States,Ana Maria Hoyos,1.42007E+12,4,0,Canvas,0,Abstract,1640,7.402451521
71,Oil,1080,Oil, The Watson Twins Painting by Liane STEVENSON,,Liane STEVENSON,1.39631E+12,35,3,Canvas,0,Women,1450,7.279318835
95,Acrylic,576,Acrylic Oil Paper Wood, March Rain Painting by Nancy Joyce,United States,Nancy Joyce,1.4262E+12,8,0,Paper Wood,1,Women,1740,7.461640392
419,Watercolor,864,Watercolor Pencil Fabric, Kokushubila Painting by Fortunatus Ndilla,Tanzania,Fortunatus Ndilla,1.42007E+12,3,0,Canvas Soft (Yarn Cotton Fabric),0,Body,2850,7.955074273
44,Oil,1728,Oil, River Walkers Painting by Riley Garant,United States,Riley Garant,1.45161E+12,9,2,Canvas,0,Light,2150,7.673223121
10,Watercolor,238,Watercolor, Untitled Painting by Luciano Copete,United States,Luciano Copete,1.48323E+12,7,0,Paper,0,Abstract,1980,7.590852124
2,Oil,154,Oil, Close to Little River Painting by Dan Freed,United States,Dan Freed,1.48323E+12,13,3,Canvas,0,Landscape,660,6.492239835
209,Oil,432,Oil, A Gathering Storm Painting by Jody Scott-Olson,United States,Jody Scott-Olson,1.42007E+12,25,3,Canvas,2,Nature,260,5.560681631
184,Oil,119.56,Oil, Mallows in the Summer Garden Painting by Roman Best,Ukraine,Roman Best,1.45161E+12,21,1,Cardboard,0,Garden,190,5.247024072
305,Oil,864,Oil, The Decoy Painting by steven kenny,United States,steven kenny,1.29384E+12,31,112,Canvas,6,Nude,14000,9.546812609
443,Acrylic,1296,Acrylic Gouache Watercolor Ink, Summer Song 8 Painting by Liz Barber,United States,Liz Barber,1.45161E+12,27,305,Canvas Wood,14,Abstract,3440,8.14322675
17,Oil,1728,Oil Acrylic Wood, Body (1) Painting by Katie Maher,United States,Katie Maher,1.45161E+12,4,0,Wood,0,Nude,1750,7.467371067
9,Acrylic,1500,Acrylic, Ichche Ghuri Painting by Sabir Haque,India,Sabir Haque,1.45161E+12,12,2,Canvas,0,Fantasy,1610,7.383989458
49,Oil and Paint,62.41,Oil Paint, Divide I Painting by Florencia Mir,Argentina,Florencia Mir,1.45161E+12,15,1,Paper,1,Portrait,245,5.501258211
193,Acrylic and Watercolor,376.2,Acrylic Watercolor, THE WHEEL OF LIFE Painting by Blagovesta Zhelyazkova,,Blagovesta Zhelyazkova,1.27794E+12,14,2,Cardboard,1,Science,310,5.736572297
392,Acrylic,864,Acrylic, Yellow Canary Painting by SA Barone,United States,SA Barone,1.40953E+12,16,3,Canvas,6,Abstract,1750,7.467371067
114,Acrylic,8100,Acrylic, Lavender fields Painting by Lana Ju,Panama,Lana Ju,1.46076E+12,22,15,Soft (Yarn Cotton Fabric),2,Nature,1450,7.279318835
7,Watercolor,69,Watercolor, Wine Country through Crystal Glasses by Grace Fong Painting by Grace Fong,United States,Grace Fong,1.45161E+12,4,0,Paper,0,Food & Drink,495,6.204557763
44,Acrylic,320,Acrylic, Eternity (Brown Version) Painting by Julie Martin,United States,Julie Martin,1.38853E+12,19,1,Other,0,Beach,1340,7.200424893
42,Acrylic,660,Acrylic, Red Antelope Painting by mm gilbert,United States,mm gilbert,1.03343E+12,25,5,Paper,0,Animal,1090,6.993932975
300,Gouache and Watercolor,38.69,Gouache Watercolor, Roots Painting by Limor Farber,United States,Limor Farber,1.44158E+12,3,1,Paper,1,Nature,495,6.204557763
47,Oil,768,Oil, Stairway to... Painting by Kurt Kopta,Austria,Kurt Kopta,1.38853E+12,12,1,Canvas,0,People,840,6.733401892
223,Oil,320,Oil, Office Worker Painting by William Bolton,,William Bolton,1.42007E+12,9,3,Canvas,1,Portrait,1240,7.122866659
42,Paint and Acrylic,247,Paint Acrylic, Sandy Hook Creek Painting by Glen River,United States,Glen River,1.357E+12,18,0,Canvas,0,Landscape,880,6.779921907
200,Oil,1241.1,Oil, Here and now Painting by guy de belie,Belgium,guy de belie,1.41031E+12,16,1,Canvas,1,Culture,1590,7.371489295
102,Oil,432,Oil, Solitary Painting by Kenneth Blue,United States,Kenneth Blue,1.33341E+12,4,1,Canvas,1,Rural life,930,6.835184586
40,Oil,520,Oil, Evening Painting by Mary Nevicosi,United States,Mary Nevicosi,1.45161E+12,6,6,Other,2,Landscape,530,6.272877007
75,Oil,309.29,Oil, untitled Painting by Lisovenko Katerina,Ukraine,Lisovenko Katerina,1.45161E+12,41,103,Canvas,4,Landscape,500,6.214608098
44,Paint and Watercolor,108,Paint Watercolor, Chloe Price from Life is Strange Painting by Jeffrey Roth,United States,Jeffrey Roth,1.45161E+12,4,1,Paper,0,Popular culture,710,6.56526497
48,Watercolor,80,Watercolor, Oak Sunset Painting by Beth Hazur,,Beth Hazur,1.43476E+12,29,1,Paper,0,Landscape,135,4.905274778
108,Airbrush,193.05,Airbrush Oil Paint, Workspace II Painting by Begum Mutevellioglu,Turkey,Begum Mutevellioglu,1.42551E+12,8,11,Paper,3,Interiors,630,6.445719819
115,Acrylic,80,Acrylic, Pewter Dish Painting by karyn robinson,United States,karyn robinson,1.38923E+12,28,3,Canvas Wood,1,Food & Drink,165,5.105945474
376,Oil,196,Oil, Holding hands Painting by Graciela Castro,United States,Graciela Castro,1.41998E+12,89,21,Canvas,1,Children,580,6.363028104
783,Oil,432,Oil, Two Irises Painting by Veronique Oodian,United Kingdom,Veronique Oodian,1.37004E+12,15,4,Canvas,1,Floral,1055,6.961296046
127,Acrylic,1256.86,Acrylic, PIGLET Painting by Michael Bojara,,Michael Bojara,1.42793E+12,17,2,Canvas,1,World Culture,990,6.897704943
78,Oil,126,Oil, Journey Painting by adeliza mole,,adeliza mole,1.41022E+12,27,0,Canvas,0,Landscape,2087,7.643482907
108,Ink and Acrylic,1935.36,Ink Acrylic, Outside the border Painting by InKyung Kwon,South Korea,InKyung Kwon,1.3576E+12,5,0,Paper,0,Landscape,6950,8.846496939
113,Oil,1462,Oil, Intrigue Painting by Cecile Brunswick,United States,Cecile Brunswick,1.38853E+12,32,22,Canvas Soft (Yarn Cotton Fabric),5,Abstract,8200,9.011889433
27,Oil,720,Oil, Venita Painting by Roxana Gonzales,United States,Roxana Gonzales,1.42007E+12,35,2,Canvas,0,Women,2464,7.809541325
98,Acrylic,864,Acrylic, Niagara in winter Painting by Steven McCarthy,,Steven McCarthy,1.19915E+12,36,10,Canvas,2,Seasons,1840,7.517520851
24,Oil,631.47,Oil Charcoal Ink, Silence Within - Movement Series XII Painting by Prue Pye,United Kingdom,Prue Pye,1.42007E+12,9,2,Paper,1,Nude,980,6.887552572
431,Oil,1241.1,Oil, The Red Book Animals - Mountain Gorilla Critically Endangered by Zhang Xi Jun Painting by Euro Asia Art,Hong Kong,Euro Asia Art,1.4415E+12,21,7,Canvas,0,Animal,5410,8.596004372
11,Acrylic,372,Acrylic, DOLPHINS AT PLAY Painting by Lyndon Carnall,United Kingdom,Lyndon Carnall,1.42007E+12,13,0,Canvas,0,Fish,580,6.363028104
414,Acrylic,246.49,Acrylic, RED Painting by Carlo Molinari,Italy,Carlo Molinari,1.42206E+12,15,10,Canvas Wood,3,People,460,6.131226489
79,Pastel and Charcoal,345.03,Pastel Charcoal, Blue Painting by Mirela Blazevic,Croatia,Mirela Blazevic,1.45161E+12,9,7,Paper,0,Still Life,460,6.131226489
136,Acrylic,925,Acrylic, Bronc Rider Painting by Lee Walker,,Lee Walker,1.38352E+12,12,2,Canvas,2,Culture,2290,7.736307097
4,Acrylic,2304,Acrylic Oil Pastel, Can you hear me? Painting by Marcia Ramos-Perello,United States,Marcia Ramos-Perello,1.38853E+12,3,0,Canvas,0,Abstract,4350,8.377931124
36,Acrylic,144,Acrylic, Flight Painting by HweeYen Ong,Singapore,HweeYen Ong,1.48323E+12,74,5,Canvas,0,Abstract,295,5.686975356
90,Acrylic,300,Acrylic, Modern Inca Painting by CJ Wild,United States,CJ Wild,1.42007E+12,33,2,Canvas,0,Botanic,544,6.298949247
77,Acrylic,482.4,Acrylic, Mountain Landscape Painting by Atanas Chongarov,Canada,Atanas Chongarov,1.45187E+12,6,0,Canvas,0,Landscape,740,6.606650186
3,Acrylic,99,Acrylic Ink Marker, Unconditional Women Painting by Danielle Walker,United States,Danielle Walker,1.42007E+12,6,0,Canvas,0,Abstract,320,5.768320996
114,Acrylic,651.36,Acrylic, Picnic Painting by Nadya Peovska,Bulgaria,Nadya Peovska,1.357E+12,23,0,Canvas,0,Women,460,6.131226489
79,Oil,108,Oil, Relaxing Horizon Painting by Kourosh Shahbazi,United States,Kourosh Shahbazi,1.48323E+12,7,1,Wood,0,Landscape,290,5.669880923
95,Oil,370.52,Oil, Dancers Painting by Simona Visan,United Kingdom,Simona Visan,1.45161E+12,19,63,Canvas,2,Abstract,440,6.086774727
383,Oil,154,Oil, Trolleys Painting by Armand Cabrera,United States,Armand Cabrera,1.40383E+12,64,6,Canvas,1,Cities,2190,7.691656823
1,Acrylic,22500,Acrylic, Centipede Painting by Marcos Palacios,Peru,Marcos Palacios,1.45161E+12,23,0,Canvas,0,World Culture,4050,8.30647216
2022,Acrylic,720,Acrylic, Just Paint..... he said Painting by Sara Brown,Canada,Sara Brown,1.36261E+12,21,25,Canvas,5,Women,625,6.43775165
164,Oil,342.86,Oil, Bianca Painting by István Bába,Romania,István Bába,1.32538E+12,15,24,Wood,2,Portrait,880,6.779921907
95,Oil,54,Oil, Backyard Dusk Painting by Nathaniel Rice,,Nathaniel Rice,1.42139E+12,10,0,Canvas,1,Landscape,5410,8.596004372
49,Acrylic,750,Acrylic, The Look Painting by Saud Al Asadi,United States,Saud Al Asadi,1.43839E+12,2,3,Canvas,0,Culture,1140,7.038783541
15,Oil,1728,Oil, TAMU-Whoop! Painting by Emily McEwan-Upright,United States,Emily McEwan-Upright,1.45161E+12,4,0,Canvas,0,Abstract,900,6.802394763
30,Oil,1512,Oil, I AM COLOR Painting by Kathy Kubay,Canada,Kathy Kubay,1.45161E+12,13,0,Canvas,0,Floral,4850,8.486733984
91,Oil,80,Oil, Sunday At The Beach Painting by Willy Dahm,Canada,Willy Dahm,1.13607E+12,41,1,Other Canvas Cardboard,1,Beach,295,5.686975356
117,Airbrush,3250,Airbrush Oil Canvas, Gorilla Gorilla - Mountain Gorilla Painting by Eyan Higgins Jones,United States,Eyan Higgins Jones,1.34378E+12,1,2,Canvas Wood,8,Animal,9850,9.195226734
82,Acrylic,1728,Acrylic, Timean Painting by Bill Macdonald,Canada,Bill Macdonald,1.45161E+12,28,5,Canvas,0,Abstract,4410,8.391629968
221,Oil,93.22,Oil, sit Painting by Reuven Dattner,Israel,Reuven Dattner,1.19915E+12,117,11,Canvas,1,Animal,780,6.65929392
137,Acrylic,192,Acrylic, Sunglow Painting by David Friedman,United States,David Friedman,1.43001E+12,30,18,Canvas,1,Seascape,585,6.371611847
9,Acrylic,432,Acrylic, 12C GLOW Painting by Maria Mijares,United States,Maria Mijares,1.357E+12,5,0,Canvas,0,Architecture,8500,9.047821442
10,Oil,743.4,Oil, Sacri... Painting by Frank Walkhoff,Germany,Frank Walkhoff,1.42007E+12,9,1,Canvas,0,World Culture,6050,8.707813551
81,Oil,464.92,Oil, I doubt Painting by Tetiana Serhieieva,Ukraine,Tetiana Serhieieva,1.42681E+12,29,23,Wood,0,Abstract,200,5.298317367
659,Watercolor,504,Watercolor, Bright Path Painting by Ramdas Thorat,India,Ramdas Thorat,1.33894E+12,2,0,Glass,0,Places,560,6.327936784
31,Oil,165,Oil, Barbary Lion oil sketch Painting by Lauren Bissell,United Kingdom,Lauren Bissell,1.45161E+12,12,0,Paper,3,Animal,190,5.247024072
175,Acrylic,81.34,Acrylic pencil charcoal, Letter from God Painting by jimmy mahardhika,Indonesia,jimmy mahardhika,1.42093E+12,36,35,Paper,3,People,460,6.131226489
102,Acrylic,144,Acrylic, Porto Santo Painting by Danielle Rathje,United States,Danielle Rathje,1.45161E+12,10,0,Canvas,0,Seascape,345,5.843544417
51,Pastel,24,Pastel, Ceramic Jug with Fruit Painting by Jung Yu,United States,Jung Yu,1.48323E+12,192,150,Paper,3,Still Life,140,4.941642423
10,Acrylic and Ink,864,Acrylic Ink, Horse stage 2 Painting by sabrina basuki,Australia,sabrina basuki,1.45161E+12,2,1,Canvas,0,Animal,1810,7.501082124
306,Acrylic,761.76,Acrylic, Good Night Painting by Karina Saifullina,United Kingdom,Karina Saifullina,1.44141E+12,3,0,Canvas,0,Interiors,540,6.29156914
27,Watercolor,192,Watercolor, snow mountain Painting by Shih Ma,United States,Shih Ma,1.48323E+12,7,0,Paper,0,Landscape,990,6.897704943
94,Oil and Pencil,100,Oil Pencil, Authumn Painting by Leonid Kuzenny,Czech Republic,Leonid Kuzenny,1.45161E+12,6,2,Canvas,1,Humor,185,5.220355825
176,Acrylic,2769,Acrylic, A DOG IN A CITY Painting by Cocó Caballero,Chile,Cocó Caballero,1.43692E+12,6,2,Canvas,5,Animal,4910,8.499029221
159,Acrylic and Spray Paint,322.14,Acrylic Spray Paint, banana skateboard (black one sold) Painting by Jakob Spiss,Austria,Jakob Spiss,1.45161E+12,10,0,Wood,0,Body,760,6.633318433
78,Acrylic and Plaster,288,Acrylic Plaster, Rose Noir Painting by Lemanuel Shelley,United States,Lemanuel Shelley,1.42007E+12,1,5,Wood,2,Nature,1240,7.122866659
53,Oil and goldleaf,370.52,Oil goldleaf, The horizons spiritual fire Painting by Alexander Radtke,Russia,Alexander Radtke,1.45161E+12,8,1,Canvas,0,Abstract,1620,7.390181428
11,Oil,36,Oil, Winter Light Painting by Jane Robertson,Canada,Jane Robertson,1.48323E+12,4,0,Canvas Other,1,Landscape,155,5.043425117
90,Acrylic and Airbrush,1200,Acrylic Airbrush, Steel Vigil Painting by Anna Parker,,Anna Parker,1.39882E+12,4,1,Other,0,Rural life,1500,7.313220387
5,Oil and Gesso,600,Oil Gesso, Flux Painting by James Robie,United States,James Robie,1.2623E+12,41,0,Paper,0,Abstract,1200,7.090076836
216,Oil,80,Oil, .243 Painting by Sarah Gubetta,United States,Sarah Gubetta,1.45161E+12,7,1,Wood,0,Still Life,240,5.480638923
47,Acrylic,121,Acrylic Ink Paper, Oasis - Bird and Flower Painting by Linda Combi,United Kingdom,Linda Combi,1.45342E+12,24,1,Paper,0,Places,190,5.247024072
24,Acrylic,2160,Acrylic, Tiger of tranquility Painting by vanessa lattin,United States,vanessa lattin,1.37048E+12,2,0,Canvas,0,Animal,3710,8.218787156
210,Acrylic,576,Acrylic, Love Birds in Tropical Garden Painting by Inna Laktionova,Canada,Inna Laktionova,1.45161E+12,34,0,Canvas,0,Abstract,360,5.886104031
186,Oil,864,Oil, Nature Amoureuse Painting by Paul Saucier,Canada,Paul Saucier,1.44919E+12,43,4,Canvas Wood,0,Body,1470,7.29301768
60,Acrylic,743.4,Acrylic, T4 Painting by Wolfgang in der Wiesche,Germany,Wolfgang in der Wiesche,1.45161E+12,186,49,Canvas,1,Abstract,4710,8.457443187
106,Oil and Ink,59.25,Oil Ink, Burned Paper. Painting by Claudio Cecchetti,Italy,Claudio Cecchetti,1.45238E+12,23,7,Paper Plastic Wood,0,Portrait,980,6.887552572
133,Oil,1244.25,Oil, Lady Painting by A Mien Dinh,Vietnam,A Mien Dinh,1.357E+12,17,0,Canvas,0,Body,1540,7.339537695
65,Watercolor,77.77,Watercolor, Native trees Painting by Hanna Asianienka,Russia,Hanna Asianienka,1.43752E+12,10,2,Paper,1,Tree,175,5.164785974
103,Gouache,96,Gouache Clay Oil Acrylic, Buddha Painting by Harshini Raji,United Arab Emirates,Harshini Raji,1.357E+12,8,0,Canvas,2,Classical mythology,345,5.843544417
115,Watercolor,193.05,Watercolor Marker Manipulated Ink Ballpoint Pen, Like a Virgin. Painting by The  Morst,Italy,The  Morst,1.48323E+12,14,4,Paper,1,Popular culture,300,5.703782475
546,Acrylic,864,Acrylic, Bright Eyes Painting by Keni Kennedy,United Kingdom,Keni Kennedy,1.40685E+12,30,5,Canvas,3,Animal,3650,8.202482447
148,Oil,36,Oil, Black Velvet Painting by Patricia A Griffin,United States,Patricia A Griffin,1.37808E+12,58,26,Canvas,1,Animal,660,6.492239835
36,Acrylic,432,Acrylic mixted Paint texture Engraving, La muse endormie - The sleeping muse Painting by Gabrielle Dumont,Canada,Gabrielle Dumont,1.45161E+12,8,1,Canvas,0,Nude,1075,6.980075941
151,marker,1398.76,marker aquarel crayon, Father And Son Painting by Matija  Hajdarhodžić,Croatia,Matija  Hajdarhodžić,1.42376E+12,15,4,Wood,1,Classical mythology,2750,7.919356191
413,Acrylic and Metal,859.2,Acrylic Metal, The Gift I Painting by Beth Louella,United Kingdom,Beth Louella,1.42007E+12,39,3,Canvas,0,People,3050,8.02289687
130,Oil,598.4,Oil, 1LC SymM+R 2011 Cobalt White Painting by Marek Tobolewski,United Kingdom,Marek Tobolewski,1.29384E+12,32,45,Paper,5,Geometric,2800,7.937374696
373,encaustic,100,encaustic, Horizon Line Black Painting by Catherine Weber,United States,Catherine Weber,1.37799E+12,4,1,Wood,0,Seascape,495,6.204557763
52,Oil,676,Oil, Sea Shell Painting by Sumali Piyatissa,Sri Lanka,Sumali Piyatissa,1.42007E+12,29,9,Canvas,0,Abstract,340,5.828945618
239,Oil,2304,Oil, Deity Painting by christopher banahan,Ireland,christopher banahan,9.15149E+11,16,3,Canvas,2,Abstract,3410,8.13446757
24,Acrylic,3564,Acrylic, A Joyful Song Painting by Merlin Emrys,United States,Merlin Emrys,1.45809E+12,15,0,Canvas,0,Abstract,7000,8.853665428
31,Acrylic,246.49,Acrylic, Believe Painting by Julia Nechaeva,Russia,Julia Nechaeva,1.45092E+12,22,0,Canvas,0,Popular culture,710,6.56526497
32,Oil,192,Oil, Glowing Paper Bag Painting by Rebecca Giles,United States,Rebecca Giles,1.45161E+12,6,3,Canvas,1,Still Life,660,6.492239835
10,Oil,400,Oil, krishna radha Painting by nirupma misra,India,nirupma misra,1.38853E+12,4,0,Canvas,0,Religious,360,5.886104031
93,Gouache,660,Gouache, Half Blackula and sad Nymph Painting by Sean Leake,United States,Sean Leake,1.44219E+12,30,4,Paper,1,Celebrity,540,6.29156914
271,Watercolor and Ink,80,Watercolor Ink, Rooster Painting by David Raznick,United States,David Raznick,1.45048E+12,33,44,Paper,5,Animal,565,6.336825731
455,Oil,1179.2,Oil, Shaman Painting by Anastasiya Timchenko,Belarus,Anastasiya Timchenko,1.38853E+12,136,61,Canvas,0,World Culture,295,5.686975356
299,Oil,3100.78,Oil, Paper Scissors Stone Painting by julian day,United Kingdom,julian day,1.42785E+12,30,45,Canvas,7,Body,4160,8.333270353
208,Oil,776.18,Oil, lovely mom Painting by Gumira Art,,Gumira Art,1.39717E+12,2,0,Canvas,1,Culture,490,6.194405391
228,Oil,2170.94,Oil, Yasuni (The World Failed Us ) Painting by Martin Clarkson,United Kingdom,Martin Clarkson,1.41238E+12,25,14,Canvas,1,Landscape,3750,8.229511119
31,Acrylic,720,Acrylic Oil Ink Digital, Flowers Painting by Sergey  Konstantinov,United States,Sergey  Konstantinov,1.45161E+12,52,12,Canvas Paper,0,Still Life,1600,7.377758908
